instance_name,family,n_variables,n_quadratic_terms,qubo_json,p,gamma,beta,topology,topology_n_directed_edges,topology_n_undirected_edges,topology_is_connected,optimization_level,seed_transpiler,pre_transpile_n_qubits,pre_transpile_depth,pre_transpile_gate_count,pre_transpile_2q_count,pre_transpile_ops_json,transpiled_n_qubits,transpiled_depth,transpiled_gate_count,transpiled_2q_count,swap_count,cx_count,transpilation_time_sec,transpiled_ops_json,depth_overhead,twoq_overhead,failure_flag,failure_message,n_edges,density,avg_degree,max_degree,degree_std,weighted_degree_mean,weighted_degree_max,weighted_degree_std,quadratic_coeff_min,quadratic_coeff_max,quadratic_coeff_abs_mean,quadratic_coeff_abs_max,quadratic_coeff_range,coefficient_entropy,coefficient_concentration,connected_components,largest_component_size,community_count,modularity,edge_to_variable_ratio,swap_per_qubo_edge,transpiled_2q_per_qubo_edge,depth_per_qubo_edge,gate_count_overhead
maxcut_n12_p0.30_seed101,maxcut,12,17,data/instances_rq1_extended/maxcut_n12_p0.30_seed101.json,1,0.7,0.3,fully_connected,132,66,True,1,123,12,26,77,34,"{""barrier"": 2, ""cx"": 34, ""h"": 12, ""rx"": 12, ""rz"": 17}",12,32,149,34,0,34,0.0021255000028759,"{""barrier"": 2, ""cx"": 34, ""rz"": 77, ""sx"": 36}",1.2307692307692308,1.0,False,,17,0.2575757575757575,2.8333333333333335,5.0,1.1426091000668408,34.0,70.0,15.59914527573012,2.0,20.0,12.0,20.0,18.0,0.9460127497091864,0.0980392156862745,1,12,3,0.463667820069204,1.4166666666666667,0.0,2.0,1.8823529411764706,1.9350649350649352
maxcut_n12_p0.60_seed101,maxcut,12,39,data/instances_rq1_extended/maxcut_n12_p0.60_seed101.json,1,0.7,0.3,line,22,11,True,1,123,12,53,143,78,"{""barrier"": 2, ""cx"": 78, ""h"": 12, ""rx"": 12, ""rz"": 39}",12,93,268,131,53,78,0.0021280829096212,"{""barrier"": 2, ""cx"": 78, ""rz"": 99, ""swap"": 53, ""sx"": 36}",1.7547169811320755,1.6794871794871795,False,,39,0.5909090909090909,6.5,10.0,1.8027756377319943,66.66666666666667,100.0,19.362047641943477,2.0,20.0,10.256410256410255,20.0,18.0,0.9465169852901232,0.05,1,12,3,0.2284124999999999,3.25,1.358974358974359,3.358974358974359,2.3846153846153846,1.8741258741258742
maxcut_n12_p0.60_seed101,maxcut,12,39,data/instances_rq1_extended/maxcut_n12_p0.60_seed101.json,1,0.7,0.3,grid_2d,34,17,True,1,123,12,53,143,78,"{""barrier"": 2, ""cx"": 78, ""h"": 12, ""rx"": 12, ""rz"": 39}",12,84,236,99,21,78,0.0021780410315841,"{""barrier"": 2, ""cx"": 78, ""rz"": 99, ""swap"": 21, ""sx"": 36}",1.5849056603773586,1.2692307692307692,False,,39,0.5909090909090909,6.5,10.0,1.8027756377319943,66.66666666666667,100.0,19.362047641943477,2.0,20.0,10.256410256410255,20.0,18.0,0.9465169852901232,0.05,1,12,3,0.2284124999999999,3.25,0.5384615384615384,2.5384615384615383,2.1538461538461537,1.6503496503496504
maxcut_n12_p0.60_seed101,maxcut,12,39,data/instances_rq1_extended/maxcut_n12_p0.60_seed101.json,1,0.7,0.3,heavy_hex_like,34,17,True,1,123,12,53,143,78,"{""barrier"": 2, ""cx"": 78, ""h"": 12, ""rx"": 12, ""rz"": 39}",12,92,239,102,24,78,0.0021157501032575,"{""barrier"": 2, ""cx"": 78, ""rz"": 99, ""swap"": 24, ""sx"": 36}",1.7358490566037736,1.3076923076923077,False,,39,0.5909090909090909,6.5,10.0,1.8027756377319943,66.66666666666667,100.0,19.362047641943477,2.0,20.0,10.256410256410255,20.0,18.0,0.9465169852901232,0.05,1,12,3,0.2284124999999999,3.25,0.6153846153846154,2.6153846153846154,2.358974358974359,1.6713286713286712
maxcut_n12_p0.60_seed101,maxcut,12,39,data/instances_rq1_extended/maxcut_n12_p0.60_seed101.json,1,0.7,0.3,fully_connected,132,66,True,1,123,12,53,143,78,"{""barrier"": 2, ""cx"": 78, ""h"": 12, ""rx"": 12, ""rz"": 39}",12,59,215,78,0,78,0.0021073329262435,"{""barrier"": 2, ""cx"": 78, ""rz"": 99, ""sx"": 36}",1.1132075471698113,1.0,False,,39,0.5909090909090909,6.5,10.0,1.8027756377319943,66.66666666666667,100.0,19.362047641943477,2.0,20.0,10.256410256410255,20.0,18.0,0.9465169852901232,0.05,1,12,3,0.2284124999999999,3.25,0.0,2.0,1.5128205128205128,1.5034965034965035
maxcut_n16_p0.30_seed101,maxcut,16,33,data/instances_rq1_extended/maxcut_n16_p0.30_seed101.json,1,0.7,0.3,line,30,15,True,1,123,16,38,133,66,"{""barrier"": 2, ""cx"": 66, ""h"": 16, ""rx"": 16, ""rz"": 33}",16,72,290,127,61,66,0.0022490000119432,"{""barrier"": 2, ""cx"": 66, ""rz"": 113, ""swap"": 61, ""sx"": 48}",1.894736842105263,1.9242424242424243,False,,33,0.275,4.125,7.0,1.3635890143294642,49.75,88.0,18.067581465154653,2.0,20.0,12.06060606060606,20.0,18.0,0.9622299233106798,0.050251256281407,1,16,4,0.3786394282972652,2.0625,1.8484848484848484,3.8484848484848486,2.1818181818181817,2.180451127819549
maxcut_n16_p0.30_seed101,maxcut,16,33,data/instances_rq1_extended/maxcut_n16_p0.30_seed101.json,1,0.7,0.3,grid_2d,48,24,True,1,123,16,38,133,66,"{""barrier"": 2, ""cx"": 66, ""h"": 16, ""rx"": 16, ""rz"": 33}",16,74,250,87,21,66,0.0024018329568207,"{""barrier"": 2, ""cx"": 66, ""rz"": 113, ""swap"": 21, ""sx"": 48}",1.9473684210526316,1.318181818181818,False,,33,0.275,4.125,7.0,1.3635890143294642,49.75,88.0,18.067581465154653,2.0,20.0,12.06060606060606,20.0,18.0,0.9622299233106798,0.050251256281407,1,16,4,0.3786394282972652,2.0625,0.6363636363636364,2.6363636363636362,2.242424242424242,1.8796992481203008
maxcut_n16_p0.30_seed101,maxcut,16,33,data/instances_rq1_extended/maxcut_n16_p0.30_seed101.json,1,0.7,0.3,heavy_hex_like,46,23,True,1,123,16,38,133,66,"{""barrier"": 2, ""cx"": 66, ""h"": 16, ""rx"": 16, ""rz"": 33}",16,75,257,94,28,66,0.0022207910660654,"{""barrier"": 2, ""cx"": 66, ""rz"": 113, ""swap"": 28, ""sx"": 48}",1.9736842105263157,1.4242424242424243,False,,33,0.275,4.125,7.0,1.3635890143294642,49.75,88.0,18.067581465154653,2.0,20.0,12.06060606060606,20.0,18.0,0.9622299233106798,0.050251256281407,1,16,4,0.3786394282972652,2.0625,0.8484848484848485,2.8484848484848486,2.272727272727273,1.9323308270676691
maxcut_n16_p0.30_seed101,maxcut,16,33,data/instances_rq1_extended/maxcut_n16_p0.30_seed101.json,1,0.7,0.3,fully_connected,240,120,True,1,123,16,38,133,66,"{""barrier"": 2, ""cx"": 66, ""h"": 16, ""rx"": 16, ""rz"": 33}",16,44,229,66,0,66,0.0027154160197824,"{""barrier"": 2, ""cx"": 66, ""rz"": 113, ""sx"": 48}",1.1578947368421053,1.0,False,,33,0.275,4.125,7.0,1.3635890143294642,49.75,88.0,18.067581465154653,2.0,20.0,12.06060606060606,20.0,18.0,0.9622299233106798,0.050251256281407,1,16,4,0.3786394282972652,2.0625,0.0,2.0,1.3333333333333333,1.7218045112781954
maxcut_n16_p0.60_seed101,maxcut,16,77,data/instances_rq1_extended/maxcut_n16_p0.60_seed101.json,1,0.7,0.3,line,30,15,True,1,123,16,80,265,154,"{""barrier"": 2, ""cx"": 154, ""h"": 16, ""rx"": 16, ""rz"": 77}",16,141,479,272,118,154,0.0025154169416055,"{""barrier"": 2, ""cx"": 154, ""rz"": 157, ""swap"": 118, ""sx"": 48}",1.7625,1.7662337662337662,False,,77,0.6416666666666667,9.625,12.0,1.653594569415369,104.0,144.0,23.355941428253324,2.0,20.0,10.805194805194803,20.0,18.0,0.9568129838315516,0.0240384615384615,1,16,3,0.1603556074334319,4.8125,1.5324675324675325,3.5324675324675323,1.8311688311688312,1.8075471698113208
maxcut_n16_p0.60_seed101,maxcut,16,77,data/instances_rq1_extended/maxcut_n16_p0.60_seed101.json,1,0.7,0.3,grid_2d,48,24,True,1,123,16,80,265,154,"{""barrier"": 2, ""cx"": 154, ""h"": 16, ""rx"": 16, ""rz"": 77}",16,151,418,211,57,154,0.0025009160162881,"{""barrier"": 2, ""cx"": 154, ""rz"": 157, ""swap"": 57, ""sx"": 48}",1.8875,1.37012987012987,False,,77,0.6416666666666667,9.625,12.0,1.653594569415369,104.0,144.0,23.355941428253324,2.0,20.0,10.805194805194803,20.0,18.0,0.9568129838315516,0.0240384615384615,1,16,3,0.1603556074334319,4.8125,0.7402597402597403,2.74025974025974,1.9610389610389611,1.5773584905660378
maxcut_n16_p0.60_seed101,maxcut,16,77,data/instances_rq1_extended/maxcut_n16_p0.60_seed101.json,1,0.7,0.3,heavy_hex_like,46,23,True,1,123,16,80,265,154,"{""barrier"": 2, ""cx"": 154, ""h"": 16, ""rx"": 16, ""rz"": 77}",16,161,427,220,66,154,0.0024942919844761,"{""barrier"": 2, ""cx"": 154, ""rz"": 157, ""swap"": 66, ""sx"": 48}",2.0125,1.4285714285714286,False,,77,0.6416666666666667,9.625,12.0,1.653594569415369,104.0,144.0,23.355941428253324,2.0,20.0,10.805194805194803,20.0,18.0,0.9568129838315516,0.0240384615384615,1,16,3,0.1603556074334319,4.8125,0.8571428571428571,2.857142857142857,2.090909090909091,1.6113207547169812
maxcut_n16_p0.60_seed101,maxcut,16,77,data/instances_rq1_extended/maxcut_n16_p0.60_seed101.json,1,0.7,0.3,fully_connected,240,120,True,1,123,16,80,265,154,"{""barrier"": 2, ""cx"": 154, ""h"": 16, ""rx"": 16, ""rz"": 77}",16,86,361,154,0,154,0.0026702500181272,"{""barrier"": 2, ""cx"": 154, ""rz"": 157, ""sx"": 48}",1.075,1.0,False,,77,0.6416666666666667,9.625,12.0,1.653594569415369,104.0,144.0,23.355941428253324,2.0,20.0,10.805194805194803,20.0,18.0,0.9568129838315516,0.0240384615384615,1,16,3,0.1603556074334319,4.8125,0.0,2.0,1.1168831168831168,1.3622641509433961
maxcut_n24_p0.30_seed101,maxcut,24,83,data/instances_rq1_extended/maxcut_n24_p0.30_seed101.json,1,0.7,0.3,line,46,23,True,1,123,24,74,299,166,"{""barrier"": 2, ""cx"": 166, ""h"": 24, ""rx"": 24, ""rz"": 83}",24,161,684,407,241,166,0.0032837090548127,"{""barrier"": 2, ""cx"": 166, ""rz"": 203, ""swap"": 241, ""sx"": 72}",2.175675675675676,2.4518072289156625,False,,83,0.3007246376811594,6.916666666666667,10.0,1.6051133570215186,81.83333333333333,128.0,22.802899425779657,2.0,20.0,11.83132530120482,20.0,18.0,0.9696462065585122,0.020366598778004,1,24,4,0.3068512242773176,3.4583333333333335,2.9036144578313254,4.903614457831325,1.9397590361445782,2.2876254180602005
maxcut_n24_p0.30_seed101,maxcut,24,83,data/instances_rq1_extended/maxcut_n24_p0.30_seed101.json,1,0.7,0.3,grid_2d,76,38,True,1,123,24,74,299,166,"{""barrier"": 2, ""cx"": 166, ""h"": 24, ""rx"": 24, ""rz"": 83}",24,158,527,250,84,166,0.0031890410464257,"{""barrier"": 2, ""cx"": 166, ""rz"": 203, ""swap"": 84, ""sx"": 72}",2.135135135135135,1.5060240963855422,False,,83,0.3007246376811594,6.916666666666667,10.0,1.6051133570215186,81.83333333333333,128.0,22.802899425779657,2.0,20.0,11.83132530120482,20.0,18.0,0.9696462065585122,0.020366598778004,1,24,4,0.3068512242773176,3.4583333333333335,1.0120481927710843,3.0120481927710845,1.9036144578313252,1.7625418060200668
maxcut_n24_p0.30_seed101,maxcut,24,83,data/instances_rq1_extended/maxcut_n24_p0.30_seed101.json,1,0.7,0.3,heavy_hex_like,72,36,True,1,123,24,74,299,166,"{""barrier"": 2, ""cx"": 166, ""h"": 24, ""rx"": 24, ""rz"": 83}",24,181,572,295,129,166,0.0031602499075233,"{""barrier"": 2, ""cx"": 166, ""rz"": 203, ""swap"": 129, ""sx"": 72}",2.445945945945946,1.7771084337349397,False,,83,0.3007246376811594,6.916666666666667,10.0,1.6051133570215186,81.83333333333333,128.0,22.802899425779657,2.0,20.0,11.83132530120482,20.0,18.0,0.9696462065585122,0.020366598778004,1,24,4,0.3068512242773176,3.4583333333333335,1.5542168674698795,3.5542168674698793,2.180722891566265,1.9130434782608696
maxcut_n24_p0.30_seed101,maxcut,24,83,data/instances_rq1_extended/maxcut_n24_p0.30_seed101.json,1,0.7,0.3,fully_connected,552,276,True,1,123,24,74,299,166,"{""barrier"": 2, ""cx"": 166, ""h"": 24, ""rx"": 24, ""rz"": 83}",24,80,443,166,0,166,0.0042840410023927,"{""barrier"": 2, ""cx"": 166, ""rz"": 203, ""sx"": 72}",1.0810810810810811,1.0,False,,83,0.3007246376811594,6.916666666666667,10.0,1.6051133570215186,81.83333333333333,128.0,22.802899425779657,2.0,20.0,11.83132530120482,20.0,18.0,0.9696462065585122,0.020366598778004,1,24,4,0.3068512242773176,3.4583333333333335,0.0,2.0,0.963855421686747,1.4816053511705685
maxcut_n24_p0.60_seed101,maxcut,24,179,data/instances_rq1_extended/maxcut_n24_p0.60_seed101.json,1,0.7,0.3,line,46,23,True,1,123,24,122,587,358,"{""barrier"": 2, ""cx"": 358, ""h"": 24, ""rx"": 24, ""rz"": 179}",24,225,1030,657,299,358,0.0038332080002874,"{""barrier"": 2, ""cx"": 358, ""rz"": 299, ""swap"": 299, ""sx"": 72}",1.8442622950819672,1.835195530726257,False,,179,0.6485507246376812,14.916666666666666,18.0,2.119682890329484,159.16666666666666,222.0,37.52295593662927,2.0,20.0,10.670391061452516,20.0,18.0,0.9658948023702656,0.0104712041884816,1,24,3,0.1360023025684603,7.458333333333333,1.670391061452514,3.670391061452514,1.2569832402234637,1.7546848381601363
maxcut_n24_p0.60_seed101,maxcut,24,179,data/instances_rq1_extended/maxcut_n24_p0.60_seed101.json,1,0.7,0.3,grid_2d,76,38,True,1,123,24,122,587,358,"{""barrier"": 2, ""cx"": 358, ""h"": 24, ""rx"": 24, ""rz"": 179}",24,279,886,513,155,358,0.0039343329844996,"{""barrier"": 2, ""cx"": 358, ""rz"": 299, ""swap"": 155, ""sx"": 72}",2.2868852459016393,1.432960893854749,False,,179,0.6485507246376812,14.916666666666666,18.0,2.119682890329484,159.16666666666666,222.0,37.52295593662927,2.0,20.0,10.670391061452516,20.0,18.0,0.9658948023702656,0.0104712041884816,1,24,3,0.1360023025684603,7.458333333333333,0.8659217877094972,2.8659217877094973,1.558659217877095,1.5093696763202726
maxcut_n24_p0.60_seed101,maxcut,24,179,data/instances_rq1_extended/maxcut_n24_p0.60_seed101.json,1,0.7,0.3,heavy_hex_like,72,36,True,1,123,24,122,587,358,"{""barrier"": 2, ""cx"": 358, ""h"": 24, ""rx"": 24, ""rz"": 179}",24,268,898,525,167,358,0.0037019170122221,"{""barrier"": 2, ""cx"": 358, ""rz"": 299, ""swap"": 167, ""sx"": 72}",2.19672131147541,1.4664804469273742,False,,179,0.6485507246376812,14.916666666666666,18.0,2.119682890329484,159.16666666666666,222.0,37.52295593662927,2.0,20.0,10.670391061452516,20.0,18.0,0.9658948023702656,0.0104712041884816,1,24,3,0.1360023025684603,7.458333333333333,0.9329608938547486,2.9329608938547485,1.4972067039106145,1.5298126064735946
maxcut_n24_p0.60_seed101,maxcut,24,179,data/instances_rq1_extended/maxcut_n24_p0.60_seed101.json,1,0.7,0.3,fully_connected,552,276,True,1,123,24,122,587,358,"{""barrier"": 2, ""cx"": 358, ""h"": 24, ""rx"": 24, ""rz"": 179}",24,128,731,358,0,358,0.0045592499664053,"{""barrier"": 2, ""cx"": 358, ""rz"": 299, ""sx"": 72}",1.0491803278688523,1.0,False,,179,0.6485507246376812,14.916666666666666,18.0,2.119682890329484,159.16666666666666,222.0,37.52295593662927,2.0,20.0,10.670391061452516,20.0,18.0,0.9658948023702656,0.0104712041884816,1,24,3,0.1360023025684603,7.458333333333333,0.0,2.0,0.7150837988826816,1.2453151618398637
maxcut_n32_p0.30_seed101,maxcut,32,156,data/instances_rq1_extended/maxcut_n32_p0.30_seed101.json,1,0.7,0.3,line,62,31,True,1,123,32,107,534,312,"{""barrier"": 2, ""cx"": 312, ""h"": 32, ""rx"": 32, ""rz"": 156}",32,249,1236,822,510,312,0.004738749936223,"{""barrier"": 2, ""cx"": 312, ""rz"": 316, ""swap"": 510, ""sx"": 96}",2.3271028037383177,2.6346153846153846,False,,156,0.314516129032258,9.75,15.0,2.5,116.375,170.0,30.242509403156348,2.0,20.0,11.935897435897436,20.0,18.0,0.974376632734728,0.0107411385606874,1,32,4,0.2300686117626427,4.875,3.269230769230769,5.269230769230769,1.5961538461538463,2.3146067415730336
maxcut_n32_p0.30_seed101,maxcut,32,156,data/instances_rq1_extended/maxcut_n32_p0.30_seed101.json,1,0.7,0.3,grid_2d,104,52,True,1,123,32,107,534,312,"{""barrier"": 2, ""cx"": 312, ""h"": 32, ""rx"": 32, ""rz"": 156}",32,231,898,484,172,312,0.0042162910103797,"{""barrier"": 2, ""cx"": 312, ""rz"": 316, ""swap"": 172, ""sx"": 96}",2.1588785046728973,1.551282051282051,False,,156,0.314516129032258,9.75,15.0,2.5,116.375,170.0,30.242509403156348,2.0,20.0,11.935897435897436,20.0,18.0,0.974376632734728,0.0107411385606874,1,32,4,0.2300686117626427,4.875,1.1025641025641026,3.1025641025641026,1.4807692307692308,1.6816479400749065
maxcut_n32_p0.30_seed101,maxcut,32,156,data/instances_rq1_extended/maxcut_n32_p0.30_seed101.json,1,0.7,0.3,heavy_hex_like,96,48,True,1,123,32,107,534,312,"{""barrier"": 2, ""cx"": 312, ""h"": 32, ""rx"": 32, ""rz"": 156}",32,251,986,572,260,312,0.0045622910838574,"{""barrier"": 2, ""cx"": 312, ""rz"": 316, ""swap"": 260, ""sx"": 96}",2.3457943925233646,1.8333333333333333,False,,156,0.314516129032258,9.75,15.0,2.5,116.375,170.0,30.242509403156348,2.0,20.0,11.935897435897436,20.0,18.0,0.974376632734728,0.0107411385606874,1,32,4,0.2300686117626427,4.875,1.6666666666666667,3.6666666666666665,1.608974358974359,1.8464419475655431
maxcut_n32_p0.30_seed101,maxcut,32,156,data/instances_rq1_extended/maxcut_n32_p0.30_seed101.json,1,0.7,0.3,fully_connected,992,496,True,1,123,32,107,534,312,"{""barrier"": 2, ""cx"": 312, ""h"": 32, ""rx"": 32, ""rz"": 156}",32,113,726,312,0,312,0.0066417909692972,"{""barrier"": 2, ""cx"": 312, ""rz"": 316, ""sx"": 96}",1.0560747663551402,1.0,False,,156,0.314516129032258,9.75,15.0,2.5,116.375,170.0,30.242509403156348,2.0,20.0,11.935897435897436,20.0,18.0,0.974376632734728,0.0107411385606874,1,32,4,0.2300686117626427,4.875,0.0,2.0,0.7243589743589743,1.3595505617977528
