original_instance_name,family,n_variables,n_quadratic_terms,qubo_json,strategy_name,layout_mode,relabeling_mode,ordering_used,physical_ordering_used,initial_layout,p,gamma,beta,topology,optimization_level,seed_transpiler,random_seed,pre_transpile_depth,pre_transpile_gate_count,pre_transpile_2q_count,transpiled_depth,transpiled_gate_count,transpiled_2q_count,swap_count,cx_count,transpilation_time_sec,depth_overhead,twoq_overhead,failure_flag,failure_message,transpiled_ops_json,natural_fixed_transpiled_depth,natural_fixed_transpiled_gate_count,natural_fixed_transpiled_2q_count,natural_fixed_swap_count,natural_fixed_depth_overhead,natural_fixed_twoq_overhead,delta_depth_vs_natural_fixed,delta_gate_count_vs_natural_fixed,delta_2q_vs_natural_fixed,delta_swap_vs_natural_fixed,pct_depth_change_vs_natural_fixed,pct_gate_count_change_vs_natural_fixed,pct_2q_change_vs_natural_fixed,pct_swap_change_vs_natural_fixed,standard_qiskit_transpiled_depth,standard_qiskit_transpiled_gate_count,standard_qiskit_transpiled_2q_count,standard_qiskit_swap_count,delta_depth_vs_standard_qiskit,delta_gate_count_vs_standard_qiskit,delta_2q_vs_standard_qiskit,delta_swap_vs_standard_qiskit
maxcut_n8_p0.30_seed101,maxcut,8,6,data/instances_rq1_extended/maxcut_n8_p0.30_seed101.json,random_fixed,fixed_identity_after_relabeling,random,"[0, 6, 4, 2, 7, 3, 1, 5]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1,0.7,0.3,grid_2d,1,123,123,14,36,12,25,88,16,4,12,0.0015692909946665168,1.7857142857142858,1.3333333333333333,False,,"{""barrier"": 2, ""cx"": 12, ""rz"": 46, ""swap"": 4, ""sx"": 24}",27,89,17,5,1.9285714285714286,1.4166666666666667,-2,-1,-1,-1,-7.407407407407407,-1.1235955056179776,-5.882352941176471,-20.0,21,85,13,1,4,3,3,3
maxcut_n8_p0.30_seed101,maxcut,8,6,data/instances_rq1_extended/maxcut_n8_p0.30_seed101.json,degree_desc_fixed,fixed_identity_after_relabeling,degree_desc,"[3, 7, 1, 6, 0, 5, 2, 4]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1,0.7,0.3,grid_2d,1,123,123,14,36,12,23,87,15,3,12,0.001431874930858612,1.6428571428571428,1.25,False,,"{""barrier"": 2, ""cx"": 12, ""rz"": 46, ""swap"": 3, ""sx"": 24}",27,89,17,5,1.9285714285714286,1.4166666666666667,-4,-2,-2,-2,-14.814814814814815,-2.247191011235955,-11.764705882352942,-40.0,21,85,13,1,2,2,2,2
maxcut_n8_p0.30_seed101,maxcut,8,6,data/instances_rq1_extended/maxcut_n8_p0.30_seed101.json,weighted_degree_desc_fixed,fixed_identity_after_relabeling,weighted_degree_desc,"[3, 7, 1, 6, 0, 5, 2, 4]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1,0.7,0.3,grid_2d,1,123,123,14,36,12,23,87,15,3,12,0.0015738749643787742,1.6428571428571428,1.25,False,,"{""barrier"": 2, ""cx"": 12, ""rz"": 46, ""swap"": 3, ""sx"": 24}",27,89,17,5,1.9285714285714286,1.4166666666666667,-4,-2,-2,-2,-14.814814814814815,-2.247191011235955,-11.764705882352942,-40.0,21,85,13,1,2,2,2,2
maxcut_n8_p0.30_seed101,maxcut,8,6,data/instances_rq1_extended/maxcut_n8_p0.30_seed101.json,degree_desc_centrality_layout,topology_aware_centrality,degree_desc,"[3, 7, 1, 6, 0, 5, 2, 4]","[4, 1, 3, 0, 5, 7, 2, 6]","[4, 1, 3, 0, 5, 7, 2, 6]",1,0.7,0.3,grid_2d,1,123,123,14,36,12,25,87,15,3,12,0.0015224999515339732,1.7857142857142858,1.25,False,,"{""barrier"": 2, ""cx"": 12, ""rz"": 46, ""swap"": 3, ""sx"": 24}",27,89,17,5,1.9285714285714286,1.4166666666666667,-2,-2,-2,-2,-7.407407407407407,-2.247191011235955,-11.764705882352942,-40.0,21,85,13,1,4,2,2,2
maxcut_n8_p0.30_seed101,maxcut,8,6,data/instances_rq1_extended/maxcut_n8_p0.30_seed101.json,weighted_degree_desc_centrality_layout,topology_aware_centrality,weighted_degree_desc,"[3, 7, 1, 6, 0, 5, 2, 4]","[4, 1, 3, 0, 5, 7, 2, 6]","[4, 1, 3, 0, 5, 7, 2, 6]",1,0.7,0.3,grid_2d,1,123,123,14,36,12,25,87,15,3,12,0.0014776249881833792,1.7857142857142858,1.25,False,,"{""barrier"": 2, ""cx"": 12, ""rz"": 46, ""swap"": 3, ""sx"": 24}",27,89,17,5,1.9285714285714286,1.4166666666666667,-2,-2,-2,-2,-7.407407407407407,-2.247191011235955,-11.764705882352942,-40.0,21,85,13,1,4,2,2,2
maxcut_n8_p0.30_seed101,maxcut,8,6,data/instances_rq1_extended/maxcut_n8_p0.30_seed101.json,bfs_topology_aware,bfs_topology_aware,bfs_graph_order,"[3, 7, 1, 6, 0, 5, 2, 4]","[4, 1, 3, 5, 7, 0, 2, 6]","[4, 1, 3, 5, 7, 0, 2, 6]",1,0.7,0.3,grid_2d,1,123,123,14,36,12,26,87,15,3,12,0.0014401249354705215,1.8571428571428572,1.25,False,,"{""barrier"": 2, ""cx"": 12, ""rz"": 46, ""swap"": 3, ""sx"": 24}",27,89,17,5,1.9285714285714286,1.4166666666666667,-1,-2,-2,-2,-3.7037037037037037,-2.247191011235955,-11.764705882352942,-40.0,21,85,13,1,5,2,2,2
maxcut_n8_p0.30_seed101,maxcut,8,6,data/instances_rq1_extended/maxcut_n8_p0.30_seed101.json,standard_qiskit,standard_qiskit,natural,"[0, 1, 2, 3, 4, 5, 6, 7]",null,null,1,0.7,0.3,heavy_hex_like,1,123,123,14,36,12,21,85,13,1,12,0.0017504580318927765,1.5,1.0833333333333333,False,,"{""barrier"": 2, ""cx"": 12, ""rz"": 46, ""swap"": 1, ""sx"": 24}",27,90,18,6,1.9285714285714286,1.5,-6,-5,-5,-5,-22.22222222222222,-5.555555555555555,-27.77777777777778,-83.33333333333333,21,85,13,1,0,0,0,0
maxcut_n8_p0.30_seed101,maxcut,8,6,data/instances_rq1_extended/maxcut_n8_p0.30_seed101.json,natural_fixed,fixed_identity_after_relabeling,natural,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1,0.7,0.3,heavy_hex_like,1,123,123,14,36,12,27,90,18,6,12,0.0014034579508006573,1.9285714285714286,1.5,False,,"{""barrier"": 2, ""cx"": 12, ""rz"": 46, ""swap"": 6, ""sx"": 24}",27,90,18,6,1.9285714285714286,1.5,0,0,0,0,0.0,0.0,0.0,0.0,21,85,13,1,6,5,5,5
maxcut_n8_p0.30_seed101,maxcut,8,6,data/instances_rq1_extended/maxcut_n8_p0.30_seed101.json,random_fixed,fixed_identity_after_relabeling,random,"[0, 6, 4, 2, 7, 3, 1, 5]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1,0.7,0.3,heavy_hex_like,1,123,123,14,36,12,28,90,18,6,12,0.0014447910943999887,2.0,1.5,False,,"{""barrier"": 2, ""cx"": 12, ""rz"": 46, ""swap"": 6, ""sx"": 24}",27,90,18,6,1.9285714285714286,1.5,1,0,0,0,3.7037037037037037,0.0,0.0,0.0,21,85,13,1,7,5,5,5
maxcut_n8_p0.30_seed101,maxcut,8,6,data/instances_rq1_extended/maxcut_n8_p0.30_seed101.json,degree_desc_fixed,fixed_identity_after_relabeling,degree_desc,"[3, 7, 1, 6, 0, 5, 2, 4]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1,0.7,0.3,heavy_hex_like,1,123,123,14,36,12,24,85,13,1,12,0.0014396250480785966,1.7142857142857142,1.0833333333333333,False,,"{""barrier"": 2, ""cx"": 12, ""rz"": 46, ""swap"": 1, ""sx"": 24}",27,90,18,6,1.9285714285714286,1.5,-3,-5,-5,-5,-11.11111111111111,-5.555555555555555,-27.77777777777778,-83.33333333333333,21,85,13,1,3,0,0,0
maxcut_n8_p0.30_seed101,maxcut,8,6,data/instances_rq1_extended/maxcut_n8_p0.30_seed101.json,weighted_degree_desc_fixed,fixed_identity_after_relabeling,weighted_degree_desc,"[3, 7, 1, 6, 0, 5, 2, 4]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1,0.7,0.3,heavy_hex_like,1,123,123,14,36,12,24,85,13,1,12,0.0014848749851807952,1.7142857142857142,1.0833333333333333,False,,"{""barrier"": 2, ""cx"": 12, ""rz"": 46, ""swap"": 1, ""sx"": 24}",27,90,18,6,1.9285714285714286,1.5,-3,-5,-5,-5,-11.11111111111111,-5.555555555555555,-27.77777777777778,-83.33333333333333,21,85,13,1,3,0,0,0
maxcut_n8_p0.30_seed101,maxcut,8,6,data/instances_rq1_extended/maxcut_n8_p0.30_seed101.json,degree_desc_centrality_layout,topology_aware_centrality,degree_desc,"[3, 7, 1, 6, 0, 5, 2, 4]","[3, 4, 5, 1, 2, 6, 0, 7]","[3, 4, 5, 1, 2, 6, 0, 7]",1,0.7,0.3,heavy_hex_like,1,123,123,14,36,12,22,87,15,3,12,0.0014386670663952827,1.5714285714285714,1.25,False,,"{""barrier"": 2, ""cx"": 12, ""rz"": 46, ""swap"": 3, ""sx"": 24}",27,90,18,6,1.9285714285714286,1.5,-5,-3,-3,-3,-18.51851851851852,-3.3333333333333335,-16.666666666666668,-50.0,21,85,13,1,1,2,2,2
maxcut_n8_p0.30_seed101,maxcut,8,6,data/instances_rq1_extended/maxcut_n8_p0.30_seed101.json,weighted_degree_desc_centrality_layout,topology_aware_centrality,weighted_degree_desc,"[3, 7, 1, 6, 0, 5, 2, 4]","[3, 4, 5, 1, 2, 6, 0, 7]","[3, 4, 5, 1, 2, 6, 0, 7]",1,0.7,0.3,heavy_hex_like,1,123,123,14,36,12,22,87,15,3,12,0.0014682909240946174,1.5714285714285714,1.25,False,,"{""barrier"": 2, ""cx"": 12, ""rz"": 46, ""swap"": 3, ""sx"": 24}",27,90,18,6,1.9285714285714286,1.5,-5,-3,-3,-3,-18.51851851851852,-3.3333333333333335,-16.666666666666668,-50.0,21,85,13,1,1,2,2,2
maxcut_n8_p0.30_seed101,maxcut,8,6,data/instances_rq1_extended/maxcut_n8_p0.30_seed101.json,bfs_topology_aware,bfs_topology_aware,bfs_graph_order,"[3, 7, 1, 6, 0, 5, 2, 4]","[3, 2, 4, 5, 1, 0, 6, 7]","[3, 2, 4, 5, 1, 0, 6, 7]",1,0.7,0.3,heavy_hex_like,1,123,123,14,36,12,22,86,14,2,12,0.0014905409188941121,1.5714285714285714,1.1666666666666667,False,,"{""barrier"": 2, ""cx"": 12, ""rz"": 46, ""swap"": 2, ""sx"": 24}",27,90,18,6,1.9285714285714286,1.5,-5,-4,-4,-4,-18.51851851851852,-4.444444444444445,-22.22222222222222,-66.66666666666667,21,85,13,1,1,1,1,1
maxcut_n8_p0.60_seed101,maxcut,8,17,data/instances_rq1_extended/maxcut_n8_p0.60_seed101.json,standard_qiskit,standard_qiskit,natural,"[0, 1, 2, 3, 4, 5, 6, 7]",null,null,1,0.7,0.3,line,1,123,123,32,69,34,48,132,49,15,34,0.001960500027053058,1.5,1.4411764705882353,False,,"{""barrier"": 2, ""cx"": 34, ""rz"": 57, ""swap"": 15, ""sx"": 24}",53,138,55,21,1.65625,1.6176470588235294,-5,-6,-6,-6,-9.433962264150944,-4.3478260869565215,-10.909090909090908,-28.571428571428573,48,132,49,15,0,0,0,0
maxcut_n8_p0.60_seed101,maxcut,8,17,data/instances_rq1_extended/maxcut_n8_p0.60_seed101.json,natural_fixed,fixed_identity_after_relabeling,natural,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1,0.7,0.3,line,1,123,123,32,69,34,53,138,55,21,34,0.0015105409547686577,1.65625,1.6176470588235294,False,,"{""barrier"": 2, ""cx"": 34, ""rz"": 57, ""swap"": 21, ""sx"": 24}",53,138,55,21,1.65625,1.6176470588235294,0,0,0,0,0.0,0.0,0.0,0.0,48,132,49,15,5,6,6,6
maxcut_n8_p0.60_seed101,maxcut,8,17,data/instances_rq1_extended/maxcut_n8_p0.60_seed101.json,random_fixed,fixed_identity_after_relabeling,random,"[0, 6, 4, 2, 7, 3, 1, 5]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1,0.7,0.3,line,1,123,123,32,69,34,57,140,57,23,34,0.0015969579108059406,1.78125,1.6764705882352942,False,,"{""barrier"": 2, ""cx"": 34, ""rz"": 57, ""swap"": 23, ""sx"": 24}",53,138,55,21,1.65625,1.6176470588235294,4,2,2,2,7.547169811320755,1.4492753623188406,3.6363636363636362,9.523809523809524,48,132,49,15,9,8,8,8
maxcut_n8_p0.60_seed101,maxcut,8,17,data/instances_rq1_extended/maxcut_n8_p0.60_seed101.json,degree_desc_fixed,fixed_identity_after_relabeling,degree_desc,"[2, 6, 1, 0, 4, 7, 5, 3]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1,0.7,0.3,line,1,123,123,32,69,34,52,142,59,25,34,0.0015354999341070652,1.625,1.7352941176470589,False,,"{""barrier"": 2, ""cx"": 34, ""rz"": 57, ""swap"": 25, ""sx"": 24}",53,138,55,21,1.65625,1.6176470588235294,-1,4,4,4,-1.8867924528301887,2.898550724637681,7.2727272727272725,19.047619047619047,48,132,49,15,4,10,10,10
maxcut_n8_p0.60_seed101,maxcut,8,17,data/instances_rq1_extended/maxcut_n8_p0.60_seed101.json,weighted_degree_desc_fixed,fixed_identity_after_relabeling,weighted_degree_desc,"[6, 1, 4, 0, 2, 3, 7, 5]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1,0.7,0.3,line,1,123,123,32,69,34,52,139,56,22,34,0.0014779169578105211,1.625,1.6470588235294117,False,,"{""barrier"": 2, ""cx"": 34, ""rz"": 57, ""swap"": 22, ""sx"": 24}",53,138,55,21,1.65625,1.6176470588235294,-1,1,1,1,-1.8867924528301887,0.7246376811594203,1.8181818181818181,4.761904761904762,48,132,49,15,4,7,7,7
maxcut_n8_p0.60_seed101,maxcut,8,17,data/instances_rq1_extended/maxcut_n8_p0.60_seed101.json,degree_desc_centrality_layout,topology_aware_centrality,degree_desc,"[2, 6, 1, 0, 4, 7, 5, 3]","[3, 4, 2, 5, 1, 6, 0, 7]","[3, 4, 2, 5, 1, 6, 0, 7]",1,0.7,0.3,line,1,123,123,32,69,34,50,139,56,22,34,0.001611208077520132,1.5625,1.6470588235294117,False,,"{""barrier"": 2, ""cx"": 34, ""rz"": 57, ""swap"": 22, ""sx"": 24}",53,138,55,21,1.65625,1.6176470588235294,-3,1,1,1,-5.660377358490566,0.7246376811594203,1.8181818181818181,4.761904761904762,48,132,49,15,2,7,7,7
maxcut_n8_p0.60_seed101,maxcut,8,17,data/instances_rq1_extended/maxcut_n8_p0.60_seed101.json,weighted_degree_desc_centrality_layout,topology_aware_centrality,weighted_degree_desc,"[6, 1, 4, 0, 2, 3, 7, 5]","[3, 4, 2, 5, 1, 6, 0, 7]","[3, 4, 2, 5, 1, 6, 0, 7]",1,0.7,0.3,line,1,123,123,32,69,34,53,139,56,22,34,0.0015041249571368098,1.65625,1.6470588235294117,False,,"{""barrier"": 2, ""cx"": 34, ""rz"": 57, ""swap"": 22, ""sx"": 24}",53,138,55,21,1.65625,1.6176470588235294,0,1,1,1,0.0,0.7246376811594203,1.8181818181818181,4.761904761904762,48,132,49,15,5,7,7,7
maxcut_n8_p0.60_seed101,maxcut,8,17,data/instances_rq1_extended/maxcut_n8_p0.60_seed101.json,bfs_topology_aware,bfs_topology_aware,bfs_graph_order,"[2, 6, 1, 0, 4, 7, 5, 3]","[3, 2, 4, 1, 5, 0, 6, 7]","[3, 2, 4, 1, 5, 0, 6, 7]",1,0.7,0.3,line,1,123,123,32,69,34,58,141,58,24,34,0.0015255410689860582,1.8125,1.7058823529411764,False,,"{""barrier"": 2, ""cx"": 34, ""rz"": 57, ""swap"": 24, ""sx"": 24}",53,138,55,21,1.65625,1.6176470588235294,5,3,3,3,9.433962264150944,2.1739130434782608,5.454545454545454,14.285714285714286,48,132,49,15,10,9,9,9
maxcut_n8_p0.60_seed101,maxcut,8,17,data/instances_rq1_extended/maxcut_n8_p0.60_seed101.json,standard_qiskit,standard_qiskit,natural,"[0, 1, 2, 3, 4, 5, 6, 7]",null,null,1,0.7,0.3,grid_2d,1,123,123,32,69,34,50,123,40,6,34,0.0017268749652430415,1.5625,1.1764705882352942,False,,"{""barrier"": 2, ""cx"": 34, ""rz"": 57, ""swap"": 6, ""sx"": 24}",52,125,42,8,1.625,1.2352941176470589,-2,-2,-2,-2,-3.8461538461538463,-1.6,-4.761904761904762,-25.0,50,123,40,6,0,0,0,0
maxcut_n8_p0.60_seed101,maxcut,8,17,data/instances_rq1_extended/maxcut_n8_p0.60_seed101.json,natural_fixed,fixed_identity_after_relabeling,natural,"[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1,0.7,0.3,grid_2d,1,123,123,32,69,34,52,125,42,8,34,0.0015338750090450048,1.625,1.2352941176470589,False,,"{""barrier"": 2, ""cx"": 34, ""rz"": 57, ""swap"": 8, ""sx"": 24}",52,125,42,8,1.625,1.2352941176470589,0,0,0,0,0.0,0.0,0.0,0.0,50,123,40,6,2,2,2,2
maxcut_n8_p0.60_seed101,maxcut,8,17,data/instances_rq1_extended/maxcut_n8_p0.60_seed101.json,random_fixed,fixed_identity_after_relabeling,random,"[0, 6, 4, 2, 7, 3, 1, 5]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1,0.7,0.3,grid_2d,1,123,123,32,69,34,49,127,44,10,34,0.0016668749740347266,1.53125,1.2941176470588236,False,,"{""barrier"": 2, ""cx"": 34, ""rz"": 57, ""swap"": 10, ""sx"": 24}",52,125,42,8,1.625,1.2352941176470589,-3,2,2,2,-5.769230769230769,1.6,4.761904761904762,25.0,50,123,40,6,-1,4,4,4
maxcut_n8_p0.60_seed101,maxcut,8,17,data/instances_rq1_extended/maxcut_n8_p0.60_seed101.json,degree_desc_fixed,fixed_identity_after_relabeling,degree_desc,"[2, 6, 1, 0, 4, 7, 5, 3]","[0, 1, 2, 3, 4, 5, 6, 7]","[0, 1, 2, 3, 4, 5, 6, 7]",1,0.7,0.3,grid_2d,1,123,123,32,69,34,48,126,43,9,34,0.0015080419834703207,1.5,1.2647058823529411,False,,"{""barrier"": 2, ""cx"": 34, ""rz"": 57, ""swap"": 9, ""sx"": 24}",52,125,42,8,1.625,1.2352941176470589,-4,1,1,1,-7.6923076923076925,0.8,2.380952380952381,12.5,50,123,40,6,-2,3,3,3
